Item ,Sim-Plaqueta,Não-Plaqueta,TOMBO,DESCRIÇÃO,Nº DE SÉRIE,UNIDADE ADMINISTRATIVA,DEPARTAMENTO,SALA,LOCALIZADO,Estado de Conservação,,,,Classificação,,,,,
5720,X,,54782,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5721,X,,54782,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5724,X,,54786,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5726,X,,54788,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5728,X,,54790,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5729,X,,54791,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5733,X,,54796,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5734,X,,54797,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5735,X,,54798,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5736,X,,54799,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5738,X,,54801,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5740,X,,54804,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5746,X,,54810,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5749,X,,54815,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5751,X,,54818,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5765,X,,54834,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5770,X,,54840,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5774,X,,54845,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5775,X,,54846,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5780,X,,54851,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5785,X,,54857,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5786,X,,54858,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5789,X,,54861,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5791,X,,54863,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5792,X,,54864,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5795,X,,54867,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5797,X,,54869,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
5803,X,,54876,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6140,X,,1460,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6141,X,,1462,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6142,X,,1466,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6143,X,,1469,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6144,X,,1471,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6145,X,,1472,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6146,X,,1473,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6147,X,,1480,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6148,X,,1481,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6344,X,,29537,CADEIRA ESTOFADA GIRATORIA/CAVALETTI/4034BKG INJ EP,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6345,X,,29541,CADEIRA ESTOFADA GIRATORIA/CAVALETTI/4034BKG INJ EP,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
9814,X,,35200,"CAIXA ACUSTICA POTENCIA 300W,AMPLIFICADA,ENT.USB/FRAHM/PROFISSSIONAL",026304,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
9815,X,,35199,CAIXA ACUSTICA/FRAHM/PROFISSIONAL,026296,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
18036,X,,9435,MESA EM ACO - ESCOLAR//,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
18941,X,,7132,MESA REVESTIDA EM FORMICA P/ REFEITORIO//,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
26945,X,,2343,TELA PARA PROJETACAO/VISOGRAF/,000000,PORTO VELHO- ACADEPOL,AUDITORIO,,,,X,,,X,,,,,
6343,X,,29535,CADEIRA ESTOFADA GIRATORIA/CAVALETTI/4034BKG INJ EP,000000,PORTO VELHO- ACADEPOL,COORDENAÇÃO DE CURSO,,,,X,,,X,,,,,
7097,X,,23911,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,COORDENAÇÃO DE CURSO,,,,X,,,X,,,,,
7102,X,,24079,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,COORDENAÇÃO DE CURSO,,,,X,,,X,,,,,
18349,X,,5695,MESA EM MADEIRA PARA REUNIAO//,000000,PORTO VELHO- ACADEPOL,COORDENAÇÃO DE CURSO,,,,X,,,X,,,,,
18412,X,,35767,"MESA EM MDF,MED. 1,40X1,40X0,65M,C/ 02 GAVETAS,COR BEGE/CADERODE/EM",000000,PORTO VELHO- ACADEPOL,COORDENAÇÃO DE CURSO,,,,X,,,X,,,,,
20362,X,,15614,MONITOR DE VIDEO LCD/ITAUTEC/L-1753T,J776601252661,PORTO VELHO- ACADEPOL,COORDENAÇÃO DE CURSO,,,,X,,,X,,,,,
20612,X,,36777,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2046209,PORTO VELHO- ACADEPOL,COORDENAÇÃO DE CURSO,,,,X,,,X,,,,,
940,X,,1199,APARELHO DE TELEFONE/TECLADO/DIGISTAR/TE-100,AE 41764,PORTO VELHO- ACADEPOL,CORREDOR,,,,,X,,X,,,,,
3962,X,,15824,BANCO DE ESPERA 03 LUGARES EM ALUMINIO FUNDIDO NA COR AZUL/FLEXIBASE/03 LUGARES,000000,PORTO VELHO- ACADEPOL,CORREDOR,,,,,X,,X,,,,,
3963,X,,15832,BANCO DE ESPERA 03 LUGARES EM ALUMINIO FUNDIDO NA COR AZUL/FLEXIBASE/03 LUGARES,000000,PORTO VELHO- ACADEPOL,CORREDOR,,,,,X,,X,,,,,
3964,X,,15877,BANCO DE ESPERA 03 LUGARES EM ALUMINIO FUNDIDO NA COR AZUL/FLEXIBASE/03 LUGARES,000000,PORTO VELHO- ACADEPOL,CORREDOR,,,,,X,,X,,,,,
3965,X,,15879,BANCO DE ESPERA 03 LUGARES EM ALUMINIO FUNDIDO NA COR AZUL/FLEXIBASE/03 LUGARES,000000,PORTO VELHO- ACADEPOL,CORREDOR,,,,,X,,X,,,,,
7101,X,,23935,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,GABINETE DELEGADO,,,,X,,,X,,,,,
15191,X,,4848,FRIGOBAR/CONSUL/CRC12A,JJ6070336,PORTO VELHO- ACADEPOL,GABINETE DELEGADO,,,,X,,,X,,,,,
11887,,X,36304,CPU/ITAUTEC/INFOWAY ST 4271,4003504600078,PORTO VELHO- ACADEPOL,GERENCIA DE ENSINO,,,,X,,,X,,,,,
16073,X,,26944,"GELADEIRA VERTICAL,01 PORTA,280L,127V,60HZ,COR BRANCA/CONCUL/CRB36A",JJ9535911,PORTO VELHO- ACADEPOL,GERENCIA DE ENSINO,,,,X,,,X,,,,,
20613,X,,36975,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2047832,PORTO VELHO- ACADEPOL,GERENCIA DE ENSINO,,,,X,,,X,,,,,
23102,X,,51588,"NOTEBOOK LENOVO TP E431 I5,TELA 14 POLEGADAS,COM MALETA/LENOVO/TP E431",PE-DPK02,PORTO VELHO- ACADEPOL,GERENCIA DE ENSINO,,,,,X,,X,,,,,
24541,X,,38891,"PROJETOR ALTO BRILHO E ALTA DURACAO DE LAMPADA,C/BOLSA TRANSPORTE/EPSON/H430A",PSQF19432L,PORTO VELHO- ACADEPOL,GERENCIA DE ENSINO,,,,X,,,X,,,,,
24544,X,,29746,PROJETOR DE MULTIMIDIA/EPSON/POWER LITE S 6+,L5TF964372L,PORTO VELHO- ACADEPOL,GERENCIA DE ENSINO,,,,X,,,X,,,,,
25962,X,,50972,SCANNER FUJITSU MOD. F1-6110/FUJITSU/F1-6110,511699,PORTO VELHO- ACADEPOL,GERENCIA DE ENSINO,,,,X,,,X,,,,,
1071,X,,6710,APARELHOS E EQUIPAMENTOS DA COMUNICACAO//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
2117,X,,1264,ARMARIO EM AÇO,,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
2306,X,,9443,ARMARIO EM ACO TIPO GUARDA-ROUPA//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
2396,X,,35766,"ARMARIO EM MDF,C/ 02 PORTAS,REVESTIDO EM LAMINADO,COR BEGE/CADERODE/BAIXO",000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
2586,X,,5698,ARMARIO REVESTIDO EM FORMICA TIPO VITRINE//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
3317,X,,5293,ARQUIVO DE ACO //,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
3318,X,,5294,ARQUIVO DE ACO //,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
3319,X,,8632,ARQUIVO DE ACO //,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
4093,X,,7149,BANCO EM MADEIRA//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
5510,X,,15320,"CADEIRA EM MADEIRA, FIXA//",000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
9651,X,,38749,CADEIRA GIRATORIA/VANDAFLEX/1000SL,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
16678,X,,29160,IMPRESSORA P/COMPUTADOR/HP/CM1312MPF,BRFHB6LO2D,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
17495,X,,8266,MAQUINA DE ESCREVER MANUAL//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
17512,X,,14266,MAQUINA DE ESCREVER MANUAL/OLIVETTI/LINEA 98,4805414,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
17528,X,,6512,MAQUINA DE FRAGMENTAR PAPEL//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
17529,X,,6513,MAQUINA ENCADERNADORA EM ACO//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
17539,X,,6709,MAQUINA GRAFICA DE IMPRESSAO OFFSET//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
18245,X,,15434,MESA EM MADEIRA PARA AUXILIAR/ROMANA/,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
18940,X,,7128,MESA REVESTIDA EM FORMICA P/ REFEITORIO//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
18942,X,,7136,MESA REVESTIDA EM FORMICA P/ REFEITORIO//,000000,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
25793,X,,7926,RETOCADORA DE FILME,,PORTO VELHO- ACADEPOL,GRAFICA,,,,,X,,X,,,,,
231,X,,20000,"AP.DE AR CONDICIONADO CENTRAL C/ CONDENSADORA/EVAPORADORA,12.000B/MIDEA/SPLIT",515120135,PORTO VELHO- ACADEPOL,PSICOLOGA,,,,X,,,X,,,,,
7096,X,,23908,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,PSICOLOGA,,,,X,,,X,,,,,
7100,X,,23923,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,PSICOLOGA,,,,X,,,X,,,,,
12353,X,,43911,CPU/ITAUTEC/INFOWAY ST-4272,4005949000319,PORTO VELHO- ACADEPOL,PSICOLOGA,,,,X,,,X,,,,,
20108,X,,43645,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001144,PORTO VELHO- ACADEPOL,PSICOLOGA,,,,X,,,X,,,,,
6342,X,,29531,CADEIRA ESTOFADA GIRATORIA/CAVALETTI/4034BKG INJ EP,000000,PORTO VELHO- ACADEPOL,SALA COFRE,,,,X,,,X,,,,,
8282,X,,23907,"CADEIRA GIRATORIA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,SALA COFRE,,,,X,,,X,,,,,
5709,X,,54766,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5711,X,,54770,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5712,X,,54771,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5713,X,,54772,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5716,X,,54777,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5719,X,,54781,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5722,X,,54784,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5723,X,,54785,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5725,X,,54787,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5727,X,,54789,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5730,X,,54792,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5731,X,,54793,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5732,X,,54795,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5737,X,,54800,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5739,X,,54803,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5741,X,,54805,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5742,X,,54806,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5743,X,,54807,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5744,X,,54808,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5745,X,,54809,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5747,X,,54811,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5748,X,,54813,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5750,X,,54817,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5752,X,,54819,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5753,X,,54820,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5754,X,,54821,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5755,X,,54823,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5756,X,,54825,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5757,X,,54826,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5758,X,,54827,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5759,X,,54828,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5760,X,,54829,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5761,X,,54830,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5762,X,,54831,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5763,X,,54832,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5764,X,,54833,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5766,X,,54835,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5767,X,,54836,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5768,X,,54837,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5769,X,,54839,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5771,X,,54841,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5772,X,,54843,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5773,X,,54844,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5776,X,,54847,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5777,X,,54848,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5778,X,,54849,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5779,X,,54850,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5781,X,,54853,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5782,X,,54854,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5783,X,,54855,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5784,X,,54856,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5787,X,,54859,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5788,X,,54860,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5790,X,,54862,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5793,X,,54865,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5794,X,,54866,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
5796,X,,54868,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5798,X,,54870,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
5799,X,,54872,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5800,X,,54873,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5801,X,,54874,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5802,X,,54875,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5804,X,,54878,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
5805,X,,54879,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5806,X,,54880,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
5807,X,,54880,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5808,X,,54881,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5809,X,,54882,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5810,X,,54883,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
5811,X,,54885,CADEIRA ESCOLAR,,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
7098,X,,23919,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
7099,X,,23920,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/SECRETARIA",000000,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
9650,X,,38744,CADEIRA GIRATORIA/VANDAFLEX/1000SL,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
18421,X,,8897,MESA EM MELAMINICO P/ ESCRITORIO/LAYOUT/LM-130,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
18536,X,,38764,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
18537,X,,38765,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
18538,X,,38766,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
18539,X,,38767,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,2,,,X,,,X,,,,,
18540,X,,38768,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
18541,X,,38769,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
18544,X,,38773,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,6,,,X,,,X,,,,,
18546,X,,38775,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
18547,X,,38776,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,5,,,X,,,X,,,,,
18548,X,,38777,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,3,,,X,,,X,,,,,
18549,X,,38779,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA,4,,,X,,,X,,,,,
18542,X,,38770,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA ,1,,,X,,,X,,,,,
18543,X,,38771,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA ,1,,,X,,,X,,,,,
18545,X,,38774,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA ,1,,,X,,,X,,,,,
18550,X,,38781,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA ,1,,,X,,,X,,,,,
18551,X,,38782,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA ,1,,,X,,,X,,,,,
18552,X,,38783,MESA P/ COMPUTADOR/VANDAFLEX/,000000,PORTO VELHO- ACADEPOL,SALA DE AULA ,1,,,X,,,X,,,,,
818,X,,4839,APARELHO DE AR CONDICIONADO 30.000 BTUS/SPRINGER/ZCA305BB,4406B22794, PORTO VELHO- ARQUIVO DA POLICIA CIVIL , ARQUIVO ,,,,,X,,X,,,,,
