DEPARTAMENTO,TOMBAMENTO,TOMBAMENTO SINVREA,DESCRIÇÃO DO BEM,REF. CONTÁBIL,ESTADO DE CONSERVAÇÃO,CLASSIFICAÇÃO DO BEM,RELACIONADO,DESCRIÇÃO AQUISIÇÃO,VALOR TABELA VIPE,,,
DELEGACIA GERAL ,3379,523004,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3380,522928,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3381,523006,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3382,523029,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3383,523035,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3384,523011,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3385,523044,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3386,523018,SOFÁ EM ESTOFADO/ALMOFADA/CURVIM/NAPA/ SOFÁ-CAMA,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3387,523937,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3388,523943,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3389,480304,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3390,523076,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3391,480298,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3392,480327,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3393,523081,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3393,492630,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3394,523098,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3394,492639,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3395,523099,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3395,492663,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3396,523913,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3396,492672,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3397,480335,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3398,523914,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3398,494426,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3399,523915,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3399,494451,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3400,536164,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3400,492880,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3401,536195,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3401,492915,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3402,523102,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3402,492917,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3403,536196,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3403,492971,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3404,536198,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3404,492998,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3405,523103,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3405,493008,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3406,536201,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3406,493030,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3407,487874,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3408,523104,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3408,493068,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3409,536203,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3409,493100,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3410,536178,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3410,493140,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3411,523105,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3411,493130,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3412,487879,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3413,523113,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3413,493188,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3414,523116,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3414,493230,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3415,523118,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3415,487885,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3416,487894,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3417,487902,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3418,523122,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3418,493320,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3419,523123,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3419,493869,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3420,487921,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3421,523145,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3421,493888,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3422,487923,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3423,487912,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3424,523147,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3424,493913,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3425,523126,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3425,493922,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3426,523127,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3426,493956,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DELEGACIA GERAL ,3427,523128,POLTRONA EM ALMOFADA/ESTOFADO/NAPA/ VELUDO,1.2.3.1.1.03.03,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3427,494317,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3428,494372,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3429,494467,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3430,494474,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3431,494500,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3432,494505,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3433,494508,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3434,494514,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3435,494499,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3436,494529,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3437,494542,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3438,494534,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3439,494568,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3440,494580,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3442,494591,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3443,494624,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3444,494608,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3445,494644,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3446,494664,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3447,494674,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3448,494690,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3449,494694,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3450,494696,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3451,494729,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3452,494709,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3453,494713,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3454,494714,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3455,494747,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3456,494719,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3457,494754,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3458,494758,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3459,494766,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3460,494809,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3461,494822,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3462,494814,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3463,494829,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3464,494841,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3465,494852,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3466,494859,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3467,494868,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3468,494877,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3469,494902,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3470,494928,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3471,494940,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3472,494960,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3473,494965,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3474,495016,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3475,495034,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3476,495083,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3477,495091,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3478,495099,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3479,495103,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3480,495107,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3481,495110,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3482,495066,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3483,495119,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3485,495131,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3486,495133,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3487,495139,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3488,495140,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3489,495145,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3490,495075,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
DEPARTAMENTO DE POLÍCIA ESPECIALIZADA - DPE,3491,495208,COLETE A PROVA DE BALAS,1.2.3.1.1.01.05,BOM,SERVÍVEL,NÃO,COMPRA,,,,
